Title,Author,Subject,Source,Type,Publication Date,Link,License,Description
Introduction to Philosophy Reader (Levin et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Introduction_to_Philosophy_Reader_(Levin_et_al.),Attribution-NonCommercial-ShareAlike,N/A
Ancient Philosophy Reader (Levin),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Ancient_Philosophy_Reader_(Levin),Attribution-NonCommercial-ShareAlike,N/A
Philosophy of Western Religions (Levin et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Philosophy_of_Western_Religions_(Levin_et_al.),Attribution-NonCommercial-ShareAlike,N/A
Introduction to Philosophy: Philosophy of Religion (Branson et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Introduction_to_Philosophy%3A_Philosophy_of_Religion_(Branson_et_al.),Attribution-NonCommercial-ShareAlike,N/A
Philosophy of Religion (Picorino),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Philosophy_of_Religion_(Picorino),Attribution-NonCommercial-ShareAlike,N/A
Political Philosophy Reader (Levin et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Political_Philosophy_Reader_(Levin_et_al.),Attribution-NonCommercial-ShareAlike,N/A
South and East Asian Philosophy Reader (Levin et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/South_and_East_Asian_Philosophy_Reader_(Levin_et_al.),Attribution-NonCommercial-ShareAlike,N/A
Inferring and Explaining (Johnson),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Inferring_and_Explaining_(Johnson),Attribution-NonCommercial-ShareAlike,N/A
Introduction to Ethics (Levin et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Introduction_to_Ethics_(Levin_et_al.),Attribution-NonCommercial-ShareAlike,N/A
Ethics (Fisher and Dimmock),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Ethics_(Fisher_and_Dimmock),Attribution-NonCommercial-ShareAlike,N/A
Ethics in Life and Vocations (Whitman),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Ethics_in_Life_and_Vocations_(Whitman),Attribution-NonCommercial-ShareAlike,N/A
Animals and Ethics 101 - Thinking Critically About Animal Rights (Nobis),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Animals_and_Ethics_101_-_Thinking_Critically_About_Animal_Rights_(Nobis),Attribution-NonCommercial-ShareAlike,N/A
Thinking Critically About Abortion (Nobis and Grob),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Thinking_Critically_About_Abortion_(Nobis_and_Grob),Attribution-NonCommercial-ShareAlike,N/A
Metaethics from a First Person Standpoint - An Introduction to Moral Philosophy (Wilson),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Book%3A_Metaethics_from_a_First_Person_Standpoint_-_An_Introduction_to_Moral_Philosophy_(Wilson),Attribution-NonCommercial-ShareAlike,N/A
"Introduction to History and Philosophy of Science (Barseghyan, Overgaard, and Rupik)",LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Book%3A_Introduction_to_History_and_Philosophy_of_Science_(Barseghyan_Overgaard_and_Rupik),Attribution-NonCommercial-ShareAlike,N/A
A Concise Introduction to Logic (DeLancey),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/A_Concise_Introduction_to_Logic_(DeLancey),Attribution-NonCommercial-ShareAlike,N/A
An Introduction to Formal Logic (Magnus),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/An_Introduction_to_Formal_Logic_(Magnus),Attribution-NonCommercial-ShareAlike,N/A
"Sets, Logic, Computation (Zach)",LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Sets_Logic_Computation_(Zach),Attribution-NonCommercial-ShareAlike,N/A
Fundamental Methods of Logic (Knachel),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Fundamental_Methods_of_Logic_(Knachel),Attribution-NonCommercial-ShareAlike,N/A
Introduction to Logic and Critical Thinking (van Cleave),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Introduction_to_Logic_and_Critical_Thinking_(van_Cleave),Attribution-NonCommercial-ShareAlike,N/A
A Modern Formal Logic Primer (Teller),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/A_Modern_Formal_Logic_Primer_(Teller),Attribution-NonCommercial-ShareAlike,N/A
Logical Reasoning (Dowden),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Book%3A_Logical_Reasoning_(Dowden),Attribution-NonCommercial-ShareAlike,N/A
Critical Reasoning and Writing (Levin et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Critical_Reasoning_and_Writing_(Levin_et_al.),Attribution-NonCommercial-ShareAlike,N/A
The (In)Credible Argument (Kepka),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/The_(In)Credible_Argument_(Kepka),Attribution-NonCommercial-ShareAlike,N/A
Introduction to Philosophy: Logic (Assadian et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Introduction_to_Philosophy%3A_Logic_(Assadian_et_al.),Attribution-NonCommercial-ShareAlike,N/A
A Miniguide to Critical Thinking (Lau),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/A_Miniguide_to_Critical_Thinking_(Lau),Attribution-NonCommercial-ShareAlike,N/A
A Guide to Good Reasoning: Cultivating Intellectual Virtues (Wilson),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/A_Guide_to_Good_Reasoning%3A_Cultivating_Intellectual_Virtues_(Wilson),Attribution-NonCommercial-ShareAlike,N/A
"A Dam Good Argument (Delf, Drummond, and Kelly Eds.)",LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/A_Dam_Good_Argument_(Delf_Drummond_and_Kelly_Eds.),Attribution-NonCommercial-ShareAlike,N/A
René Descartes - Meditations on First Philosophy (Bennett),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/Rene_Descartes_-_Meditations_on_First_Philosophy_(Bennett),Attribution-NonCommercial-ShareAlike,N/A
"George Berkeley - ""The Principles of Human Knowledge"" (Bennett)",LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Philosophy/George_Berkeley_-_The_Principles_of_Human_Knowledge_(Bennett),Attribution-NonCommercial-ShareAlike,N/A
Six Ways of Being Religious (Cannon),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Religious_Studies/Book%3A_Six_Ways_of_Being_Religious_(Cannon),Attribution-NonCommercial-ShareAlike,N/A
World Religions: The Spirit Searching (Ondich),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Religious_Studies/World_Religions%3A_The_Spirit_Searching_(Ondich),Attribution-NonCommercial-ShareAlike,N/A
Scriptures of the World’s Religions (Burke),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Religious_Studies/Scriptures_of_the_Worlds_Religions_(Burke),Attribution-NonCommercial-ShareAlike,N/A
Flowering Light: Kabbalistic Mysticism and the Art of Elliot R. Wolfson (Brennan),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Religious_Studies/Flowering_Light%3A_Kabbalistic_Mysticism_and_the_Art_of_Elliot_R._Wolfson_(Brennan),Attribution-NonCommercial-ShareAlike,N/A
Christianity and The New Testament,LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Religious_Studies/Christianity_and_The_New_Testament,Attribution-NonCommercial-ShareAlike,N/A
Elements of Biblical Narrative - Analysis of the Red Sea Story (Hagan),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Religious_Studies/Elements_of_Biblical_Narrative_-_Analysis_of_the_Red_Sea_Story_(Hagan),Attribution-NonCommercial-ShareAlike,N/A
Classical Mythology Unbound (Mellenthin and Shapiro),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Religious_Studies/Book%3A_Classical_Mythology_Unbound_(Mellenthin_and_Shapiro),Attribution-NonCommercial-ShareAlike,N/A
Doing Research (Brinkerhoff),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Doing_Research_(Brinkerhoff),Attribution-NonCommercial-ShareAlike,N/A
"Introduction to College Research (Butler, Sargent, and Smith)",LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Introduction_to_College_Research_(Butler_Sargent_and_Smith),Attribution-NonCommercial-ShareAlike,N/A
Steps to Success Crossing the Bridge Between Literacy Research and Practice 2Ed. (Munger),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Steps_to_Success_Crossing_the_Bridge_Between_Literacy_Research_and_Practice_2Ed._(Munger),Attribution-NonCommercial-ShareAlike,N/A
The Information Literacy Users Guide (Bernnard et al.),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/The_Information_Literacy_Users_Guide_(Bernnard_et_al.),Attribution-NonCommercial-ShareAlike,N/A
Information Literacy - Basic Research Skills (Withers),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Information_Literacy_-_Basic_Research_Skills_(Withers),Attribution-NonCommercial-ShareAlike,N/A
Choosing and Using Sources - A Guide to Academic Research (Lowry),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Choosing_and_Using_Sources%3A_A_Guide_to_Academic_Research,Attribution-NonCommercial-ShareAlike,N/A
Information Literacy Concepts: An Open Educational Resource (Hisle and Webb),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Information_Literacy_Concepts%3A_An_Open_Educational_Resource_(Joyner_Library),Attribution-NonCommercial-ShareAlike,N/A
The Discipline of Organizing - 4ed. (Glushko),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/The_Discipline_of_Organizing_-_4ed._(Glushko),Attribution-NonCommercial-ShareAlike,N/A
Web Literacy for Student Fact-Checkers (Caulfield),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Web_Literacy_for_Student_Fact-Checkers_(Caulfield),Attribution-NonCommercial-ShareAlike,N/A
Information Literacy in the Age of Algorithms (Project Information Literacy),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Research_and_Information_Literacy/Information_Literacy_in_the_Age_of_Algorithms_(Project_Information_Literacy),Attribution-NonCommercial-ShareAlike,N/A
An Introduction to Technical Theatre (Sanders),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_An_Introduction_to_Technical_Theatre_(Sanders),Attribution-NonCommercial-ShareAlike,N/A
Technical Theatre Practicum (Boltz),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_Technical_Theatre_Practicum_(Boltz),Attribution-NonCommercial-ShareAlike,N/A
Actors and the Art of Performance (Valerie),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Actors_and_the_Art_of_Performance_(Valerie),Attribution-NonCommercial-ShareAlike,N/A
Playwriting (Garcia),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_Playwriting_(Garcia),Attribution-NonCommercial-ShareAlike,N/A
Directing (Garcia),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_Directing_(Garcia),Attribution-NonCommercial-ShareAlike,N/A
Devising (Garcia),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_Devising_(Garcia),Attribution-NonCommercial-ShareAlike,N/A
Improvisation Recipe Book (Stone),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_Improvisation_Recipe_Book_(Stone),Attribution-NonCommercial-ShareAlike,N/A
Exploring Movie Construction and Production (Reich),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_Exploring_Movie_Construction_and_Production_(Reich),Attribution-NonCommercial-ShareAlike,N/A
Moving Pictures - An Introduction to Cinema (Sharman),LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Book%3A_Moving_Pictures_-_An_Introduction_to_Cinema_(Sharman),Attribution-NonCommercial-ShareAlike,N/A
Video Production Handbook,LibreTexts,Humanities,LibreTexts,Textbook,N/A,https://human.libretexts.org/Bookshelves/Theater_and_Film/Video_Production_Handbook,Attribution-NonCommercial-ShareAlike,N/A
Prealgebra (OpenStax),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/PreAlgebra/Book%3A_Prealgebra_(OpenStax),Attribution-NonCommercial-ShareAlike,N/A
Prealgebra (Arnold),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/PreAlgebra/Book%3A_Prealgebra_(Arnold),Attribution-NonCommercial-ShareAlike,N/A
Fundamentals of Mathematics (Burzynski and Ellis),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/PreAlgebra/Book%3A_Fundamentals_of_Mathematics_(Burzynski_and_Ellis),Attribution-NonCommercial-ShareAlike,N/A
Pre-Algebra I (Illustrative Mathematics - Grade 7),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/PreAlgebra/Pre-Algebra_I_(Illustrative_Mathematics_-_Grade_7),Attribution-NonCommercial-ShareAlike,N/A
Pre-Algebra II (Illustrative Mathematics - Grade 8),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/PreAlgebra/Pre-Algebra_II_(Illustrative_Mathematics_-_Grade_8),Attribution-NonCommercial-ShareAlike,N/A
Adult Literacy Fundamental Mathematics I,LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/PreAlgebra/Adult_Literacy_Fundamental_Mathematics_I,Attribution-NonCommercial-ShareAlike,N/A
Supplemental Modules (Algebra),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Supplemental_Modules_(Algebra),Attribution-NonCommercial-ShareAlike,N/A
"Arithmetic and Algebra (ElHitti, Bonanome, Carley, Tradler, and Zhou)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Book%3A_Arithmetic_and_Algebra_(ElHitti_Bonanome_Carley_Tradler_and_Zhou),Attribution-NonCommercial-ShareAlike,N/A
Beginning Algebra,LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Beginning_Algebra,Attribution-NonCommercial-ShareAlike,N/A
Elementary Algebra (OpenStax),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Book%3A_Elementary_Algebra_(OpenStax),Attribution-NonCommercial-ShareAlike,N/A
Elementary Algebra (Arnold),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Book%3A_Elementary_Algebra_(Arnold),Attribution-NonCommercial-ShareAlike,N/A
Elementary Algebra (Ellis and Burzynski),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Elementary_Algebra_(Ellis_and_Burzynski),Attribution-NonCommercial-ShareAlike,N/A
Intermediate Algebra (OpenStax),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Intermediate_Algebra_(OpenStax),Attribution-NonCommercial-ShareAlike,N/A
Intermediate Algebra (Arnold),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Intermediate_Algebra_(Arnold),Attribution-NonCommercial-ShareAlike,N/A
"Intermediate Algebra for Science, Technology, Engineering, and Mathematics (Diaz)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Intermediate_Algebra_for_Science_Technology_Engineering_and_Mathematics_(Diaz),Attribution-NonCommercial-ShareAlike,N/A
Advanced Algebra,LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Book%3A_Advanced_Algebra,Attribution-NonCommercial-ShareAlike,N/A
Map: College Algebra (OpenStax),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Map%3A_College_Algebra_(OpenStax),Attribution-NonCommercial-ShareAlike,N/A
Algebra and Trigonometry (OpenStax),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Book%3A_Algebra_and_Trigonometry_(OpenStax),Attribution-NonCommercial-ShareAlike,N/A
College Algebra and Trigonometry (Beveridge),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Algebra/Book%3A_College_Algebra_and_Trigonometry_(Beveridge),Attribution-NonCommercial-ShareAlike,N/A
Elementary College Geometry (Africk),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Geometry/Elementary_College_Geometry_(Africk),Attribution-NonCommercial-ShareAlike,N/A
Euclidean Plane and its Relatives (Petrunin),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Geometry/Euclidean_Plane_and_its_Relatives_(Petrunin),Attribution-NonCommercial-ShareAlike,N/A
An IBL Introduction to Geometries (Mark Fitch),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Geometry/An_IBL_Introduction_to_Geometries_(Mark_Fitch),Attribution-NonCommercial-ShareAlike,N/A
Geometry with an Introduction to Cosmic Topology (Hitchman),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Geometry/Geometry_with_an_Introduction_to_Cosmic_Topology_(Hitchman),Attribution-NonCommercial-ShareAlike,N/A
Modern Geometry (Bishop),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Geometry/Modern_Geometry_(Bishop),Attribution-NonCommercial-ShareAlike,N/A
Exercises (Precalculus),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Exercises_(Precalculus),Attribution-NonCommercial-ShareAlike,N/A
Precalculus (OpenStax),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Precalculus_(OpenStax),Attribution-NonCommercial-ShareAlike,N/A
Precalculus - An Investigation of Functions (Lippman and Rasmussen),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Book%3A_Precalculus__An_Investigation_of_Functions_(Lippman_and_Rasmussen),Attribution-NonCommercial-ShareAlike,N/A
"APEX PreCalculus (Chapman, Herald, and Libertini)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/APEX_PreCalculus_(Chapman_Herald_and_Libertini),Attribution-NonCommercial-ShareAlike,N/A
Precalculus (Tradler and Carley),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Precalculus_(Tradler_and_Carley),Attribution-NonCommercial-ShareAlike,N/A
Active Prelude to Calculus (Boelkins),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Active_Prelude_to_Calculus_(Boelkins),Attribution-NonCommercial-ShareAlike,N/A
Corequisite Companion to Precalculus (Freidenreich),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Corequisite_Companion_to_Precalculus_(Freidenreich),Attribution-NonCommercial-ShareAlike,N/A
Precalculus (Stitz-Zeager),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Book%3A_Precalculus_(Stitz-Zeager),Attribution-NonCommercial-ShareAlike,N/A
Elementary Trigonometry (Corral),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Book%3A_Elementary_Trigonometry_(Corral),Attribution-NonCommercial-ShareAlike,N/A
Trigonometry (Sundstrom & Schlicker),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Book%3A_Trigonometry_(Sundstrom_and_Schlicker),Attribution-NonCommercial-ShareAlike,N/A
Elementary Trigonometry (Beveridge),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Precalculus/Book%3A_Elementary_Trigonometry_(Beveridge),Attribution-NonCommercial-ShareAlike,N/A
Supplemental Modules (Calculus),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Supplemental_Modules_(Calculus),Attribution-NonCommercial-ShareAlike,N/A
Exercises (Calculus),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Exercises_(Calculus),Attribution-NonCommercial-ShareAlike,N/A
Calculus (OpenStax),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Book%3A_Calculus_(OpenStax),Attribution-NonCommercial-ShareAlike,N/A
Calculus (Guichard),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Book%3A_Calculus_(Guichard),Attribution-NonCommercial-ShareAlike,N/A
Calculus (Apex),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Book%3A_Calculus_(Apex),Attribution-NonCommercial-ShareAlike,N/A
Map: Calculus - Early Transcendentals (Stewart),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Map%3A_Calculus__Early_Transcendentals_(Stewart),Attribution-NonCommercial-ShareAlike,N/A
Map: University Calculus (Hass et al.),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Map%3A_University_Calculus_(Hass_et_al),Attribution-NonCommercial-ShareAlike,N/A
Yet Another Calculus Text - A Short Introduction with Infinitesimals (Sloughter),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Book%3A_Yet_Another_Calculus_Text__A_Short_Introduction_with_Infinitesimals_(Sloughter),Attribution-NonCommercial-ShareAlike,N/A
"Applied Calculus (Calaway, Hoffman, and Lippman)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Applied_Calculus_(Calaway_Hoffman_and_Lippman),Attribution-NonCommercial-ShareAlike,N/A
Informal Calculus with Applications to Biological and Environmental Sciences (Seacrest),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Informal_Calculus_with_Applications_to_Biological_and_Environmental_Sciences_(Seacrest),Attribution-NonCommercial-ShareAlike,N/A
"CLP-1 Differential Calculus (Feldman, Rechnitzer, and Yeager)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/CLP-1_Differential_Calculus_(Feldman_Rechnitzer_and_Yeager),Attribution-NonCommercial-ShareAlike,N/A
"CLP-2 Integral Calculus (Feldman, Rechnitzer, and Yeager)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/CLP-2_Integral_Calculus_(Feldman_Rechnitzer_and_Yeager),Attribution-NonCommercial-ShareAlike,N/A
"CLP-3 Multivariable Calculus (Feldman, Rechnitzer, and Yeager)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/CLP-3_Multivariable_Calculus_(Feldman_Rechnitzer_and_Yeager),Attribution-NonCommercial-ShareAlike,N/A
"CLP-4 Vector Calculus (Feldman, Rechnitzer, and Yeager)",LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/CLP-4_Vector_Calculus_(Feldman_Rechnitzer_and_Yeager),Attribution-NonCommercial-ShareAlike,N/A
Vector Calculus (Corral),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Book%3A_Vector_Calculus_(Corral),Attribution-NonCommercial-ShareAlike,N/A
The Calculus of Functions of Several Variables (Sloughter),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/The_Calculus_of_Functions_of_Several_Variables_(Sloughter),Attribution-NonCommercial-ShareAlike,N/A
Active Calculus (Boelkins et al.),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Calculus/Book%3A_Active_Calculus_(Boelkins_et_al.),Attribution-NonCommercial-ShareAlike,N/A
Elementary Differential Equations with Boundary Value Problems (Trench),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Differential_Equations/Book%3A_Elementary_Differential_Equations_with_Boundary_Value_Problems_(Trench),Attribution-NonCommercial-ShareAlike,N/A
Differential Equations for Engineers (Lebl),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Differential_Equations/Book%3A_Differential_Equations_for_Engineers_(Lebl),Attribution-NonCommercial-ShareAlike,N/A
A First Course in Differential Equations for Scientists and Engineers (Herman),LibreTexts,Mathematics,LibreTexts,Textbook,N/A,https://math.libretexts.org/Bookshelves/Differential_Equations/A_First_Course_in_Differential_Equations_for_Scientists_and_Engineers_(Herman),Attribution-NonCommercial-ShareAlike,N/A
